Campaign,Date,City/Location,Latitude,Longitude,Channel,Device,Ad,Impressions,"CTR, %",Clicks,Daily Average CPC,"Spend, GBP",Conversions,"Total conversion value, GBP",Likes (Reactions),Shares,Comments,Concatenated value
Fall,11/5/2023 0:00,London,51.50735,-0.12776,Facebook,Desktop,Collection,1857,0.0171,31.7547,0.5405,17.16341535,8,150.528,59,12,13.5,Fall-London-Collection
Fall,11/5/2023 0:00,London,51.50735,-0.12776,Facebook,Desktop,Discount,2438,0.0153,37.3014,0.437,16.3007118,8,65.52,36,5,16.5,Fall-London-Discount
Fall,11/5/2023 0:00,London,51.50735,-0.12776,Facebook,Mobile,Collection,3003,0.0134,40.2402,1.22,49.093044,4,36,91,32,5,Fall-London-Collection
Fall,11/5/2023 0:00,London,51.50735,-0.12776,Facebook,Mobile,Discount,2671,0.0087,23.2377,0.7,16.26639,6,269.5,78,10,8,Fall-London-Discount
Fall,11/5/2023 0:00,London,51.50735,-0.12776,Instagram,Desktop,Collection,1566,0.01782,27.90612,1.15,32.092038,6,296.52,19,2,15,Fall-London-Collection
Fall,11/5/2023 0:00,London,51.50735,-0.12776,Instagram,Desktop,Discount,1087,0.01793,19.48991,0.989,19.27552099,8,861.6,114,24,3,Fall-London-Discount
Fall,11/5/2023 0:00,London,51.50735,-0.12776,Instagram,Mobile,Collection,3170,0.01617,51.2589,0.24,12.302136,7,257.6,32,3,10,Fall-London-Collection
Fall,11/5/2023 0:00,London,51.50735,-0.12776,Instagram,Mobile,Discount,2471,0.01078,26.63738,1.31,34.8949678,2,231,107,30,10,Fall-London-Discount
Fall,11/5/2023 0:00,London,51.50735,-0.12776,Pinterest,Desktop,Collection,1398,0.0164,22.9272,1.0925,25.047966,5,236.4,80,11,0,Fall-London-Collection
Fall,11/5/2023 0:00,London,51.50735,-0.12776,Pinterest,Desktop,Discount,1436,0.0168,24.1248,0.46,11.097408,4,154.8,55,11,3,Fall-London-Discount
Fall,11/5/2023 0:00,London,51.50735,-0.12776,Pinterest,Mobile,Collection,1846,0.0126,23.2596,1.12,26.050752,3,241,78,27,12,Fall-London-Collection
Fall,11/5/2023 0:00,London,51.50735,-0.12776,Pinterest,Mobile,Discount,2634,0.011,28.974,0.54,15.64596,2,107,83,36,11,Fall-London-Discount
Fall,11/5/2023 0:00,Manchester,53.483959,-2.244644,Facebook,Desktop,Collection,2016,0.0213,42.9408,0.1495,6.4196496,2,56.64,46,6,9,Fall-Manchester-Collection
Fall,11/5/2023 0:00,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,1158,0.0149,17.2542,1.909,32.9382678,5,152.04,98,14,13.5,Fall-Manchester-Discount
Fall,11/5/2023 0:00,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2304,0.0123,28.3392,0.7,19.83744,2,134.4,53,30,11,Fall-Manchester-Collection
Fall,11/5/2023 0:00,Manchester,53.483959,-2.244644,Facebook,Mobile,Discount,1777,0.0126,22.3902,0.89,19.927278,3,65.1,60,9,3,Fall-Manchester-Discount
Fall,11/5/2023 0:00,Manchester,53.483959,-2.244644,Instagram,Desktop,Collection,1406,0.01672,23.50832,0.0575,1.3517284,4,494.76,20,2,15,Fall-Manchester-Collection
Fall,11/5/2023 0:00,Manchester,53.483959,-2.244644,Instagram,Desktop,Discount,1738,0.01342,23.32396,2.0355,47.47592058,8,579.6,113,7,10.5,Fall-Manchester-Discount
Fall,11/5/2023 0:00,Manchester,53.483959,-2.244644,Instagram,Mobile,Collection,1841,0.01342,24.70622,0.84,20.7532248,7,71.4,24,15,11,Fall-Manchester-Collection
Fall,11/5/2023 0:00,Manchester,53.483959,-2.244644,Instagram,Mobile,Discount,1979,0.0121,23.9459,0.81,19.396179,9,690,97,16,10,Fall-Manchester-Discount
Fall,11/5/2023 0:00,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1573,0.0163,25.6399,0.7705,19.75554295,2,51.6,47,7,7.5,Fall-Manchester-Collection
Fall,11/5/2023 0:00,Manchester,53.483959,-2.244644,Pinterest,Desktop,Discount,1111,0.0114,12.6654,0.598,7.5739092,6,333.6,66,11,9,Fall-Manchester-Discount
Fall,11/5/2023 0:00,Manchester,53.483959,-2.244644,Pinterest,Mobile,Collection,1775,0.0073,12.9575,0.46,5.96045,2,79,91,9,4,Fall-Manchester-Collection
Fall,11/5/2023 0:00,Manchester,53.483959,-2.244644,Pinterest,Mobile,Discount,1604,0.0071,11.3884,0.03,0.341652,4,328,94,24,2,Fall-Manchester-Discount
Fall,11/6/2023 0:00,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1908,0.0134,25.5672,1.058,27.0500976,3,49.92,72,29,16.5,Fall-Birmingham-Collection
Fall,11/6/2023 0:00,Birmingham,52.489471,-1.898575,Facebook,Desktop,Discount,1384,0.0117,16.1928,2.07,33.519096,4,36.48,75,21,3,Fall-Birmingham-Discount
Fall,11/6/2023 0:00,Birmingham,52.489471,-1.898575,Facebook,Mobile,Collection,2364,0.0105,24.822,0.61,15.14142,1,28,56,26,7,Fall-Birmingham-Collection
Fall,11/6/2023 0:00,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1962,0.0083,16.2846,1.25,20.35575,8,142.24,115,24,6,Fall-Birmingham-Discount
Fall,11/6/2023 0:00,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1442,0.01738,25.06196,0.161,4.03497556,5,247.8,28,12,9,Fall-Birmingham-Collection
Fall,11/6/2023 0:00,Birmingham,52.489471,-1.898575,Instagram,Desktop,Discount,1338,0.01485,19.8693,1.288,25.5916584,4,306,62,10,16.5,Fall-Birmingham-Discount
Fall,11/6/2023 0:00,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,2423,0.01034,25.05382,0.91,22.7989762,7,68.6,22,14,7,Fall-Birmingham-Collection
Fall,11/6/2023 0:00,Birmingham,52.489471,-1.898575,Instagram,Mobile,Discount,2202,0.01232,27.12864,1.89,51.2731296,8,549,113,16,3,Fall-Birmingham-Discount
Fall,11/6/2023 0:00,Birmingham,52.489471,-1.898575,Pinterest,Desktop,Collection,1139,0.0101,11.5039,1.2995,14.94931805,7,650.4,45,6,1.5,Fall-Birmingham-Collection
Fall,11/6/2023 0:00,Birmingham,52.489471,-1.898575,Pinterest,Desktop,Discount,931,0.0133,12.3823,0.069,0.8543787,6,206.4,72,10,7.5,Fall-Birmingham-Discount
Fall,11/6/2023 0:00,Birmingham,52.489471,-1.898575,Pinterest,Mobile,Collection,2404,0.0079,18.9916,0.99,18.801684,3,249,41,8,0,Fall-Birmingham-Collection
Fall,11/6/2023 0:00,Birmingham,52.489471,-1.898575,Pinterest,Mobile,Discount,1995,0.0075,14.9625,0.83,12.418875,4,276,41,22,5,Fall-Birmingham-Discount
Fall,11/6/2023 0:00,London,51.50735,-0.12776,Facebook,Desktop,Collection,2596,0.0172,44.6512,0.7245,32.3497944,3,225.12,67,17,13.5,Fall-London-Collection
Fall,11/6/2023 0:00,London,51.50735,-0.12776,Facebook,Desktop,Discount,1642,0.0158,25.9436,0.575,14.91757,5,391.44,65,11,13.5,Fall-London-Discount
Fall,11/6/2023 0:00,London,51.50735,-0.12776,Facebook,Mobile,Collection,3377,0.0138,46.6026,0.51,23.767326,2,35.2,83,22,9,Fall-London-Collection
Fall,11/6/2023 0:00,London,51.50735,-0.12776,Facebook,Mobile,Discount,2925,0.0113,33.0525,1.7,56.18925,10,335.3,61,4,10,Fall-London-Discount
Fall,11/6/2023 0:00,London,51.50735,-0.12776,Instagram,Desktop,Collection,2673,0.02255,60.27615,0.69,41.5905435,8,144.48,36,0,15,Fall-London-Collection
Fall,11/6/2023 0:00,London,51.50735,-0.12776,Instagram,Desktop,Discount,1499,0.01298,19.45702,2.162,42.06607724,4,294,74,25,15,Fall-London-Discount
Fall,11/6/2023 0:00,London,51.50735,-0.12776,Instagram,Mobile,Collection,3219,0.01606,51.69714,1.11,57.3838254,9,245,54,14,9,Fall-London-Collection
Fall,11/6/2023 0:00,London,51.50735,-0.12776,Instagram,Mobile,Discount,2785,0.01353,37.68105,1.63,61.4201115,3,174,92,12,7,Fall-London-Discount
Fall,11/6/2023 0:00,London,51.50735,-0.12776,Pinterest,Desktop,Collection,2079,0.0138,28.6902,1.2075,34.6434165,6,355.2,55,9,10.5,Fall-London-Collection
Fall,11/6/2023 0:00,London,51.50735,-0.12776,Pinterest,Desktop,Discount,1485,0.0148,21.978,0.9545,20.978001,6,324,58,7,9,Fall-London-Discount
Fall,11/6/2023 0:00,London,51.50735,-0.12776,Pinterest,Mobile,Collection,2296,0.0098,22.5008,0.27,6.075216,2,137,94,22,9,Fall-London-Collection
Fall,11/6/2023 0:00,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1538,0.0112,17.2256,0.06,1.033536,2,151,80,39,6,Fall-London-Discount
Fall,11/6/2023 0:00,Manchester,53.483959,-2.244644,Facebook,Desktop,Collection,2060,0.0206,42.436,0.8855,37.577078,5,227.136,35,9,15,Fall-Manchester-Collection
Fall,11/6/2023 0:00,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,1310,0.0148,19.388,1.7135,33.221338,6,262.92,90,1,3,Fall-Manchester-Discount
Fall,11/6/2023 0:00,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2116,0.0137,28.9892,0.45,13.04514,5,140.56,52,16,4,Fall-Manchester-Collection
Fall,11/6/2023 0:00,Manchester,53.483959,-2.244644,Facebook,Mobile,Discount,2380,0.0125,29.75,1.01,30.0475,4,385,101,16,1,Fall-Manchester-Discount
Fall,11/6/2023 0:00,Manchester,53.483959,-2.244644,Instagram,Desktop,Collection,1249,0.01617,20.19633,1.219,24.61932627,5,366.24,45,4,9,Fall-Manchester-Collection
Fall,11/6/2023 0:00,Manchester,53.483959,-2.244644,Instagram,Desktop,Discount,1577,0.01265,19.94905,0.8165,16.28839933,2,262.8,94,13,18,Fall-Manchester-Discount
Fall,11/6/2023 0:00,Manchester,53.483959,-2.244644,Instagram,Mobile,Collection,2304,0.01375,31.68,0.96,30.4128,5,358.4,79,16,6,Fall-Manchester-Collection
Fall,11/6/2023 0:00,Manchester,53.483959,-2.244644,Instagram,Mobile,Discount,2283,0.01243,28.37769,1.87,53.0662803,3,104,95,16,7,Fall-Manchester-Discount
Fall,11/6/2023 0:00,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,2053,0.012,24.636,1.081,26.631516,6,360,48,9,6,Fall-Manchester-Collection
Fall,11/6/2023 0:00,Manchester,53.483959,-2.244644,Pinterest,Desktop,Discount,1334,0.0106,14.1404,1.2765,18.0502206,7,541.2,50,14,3,Fall-Manchester-Discount
Fall,11/6/2023 0:00,Manchester,53.483959,-2.244644,Pinterest,Mobile,Collection,2769,0.0083,22.9827,0.81,18.615987,3,189,41,21,5,Fall-Manchester-Collection
Fall,11/6/2023 0:00,Manchester,53.483959,-2.244644,Pinterest,Mobile,Discount,1714,0.0079,13.5406,0.85,11.50951,4,235,71,12,1,Fall-Manchester-Discount
Fall,11/7/2023 0:00,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1397,0.0124,17.3228,0.943,16.3354004,3,22.08,64,22,6,Fall-Birmingham-Collection
Fall,11/7/2023 0:00,Birmingham,52.489471,-1.898575,Facebook,Desktop,Discount,1976,0.0141,27.8616,2.277,63.4408632,3,0.96,90,17,13.5,Fall-Birmingham-Discount
Fall,11/7/2023 0:00,Birmingham,52.489471,-1.898575,Facebook,Mobile,Collection,2837,0.0098,27.8026,1.1,30.58286,1,129.92,76,22,10,Fall-Birmingham-Collection
Fall,11/7/2023 0:00,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,2089,0.0092,19.2188,0.58,11.146904,3,99.68,116,38,1,Fall-Birmingham-Discount
Fall,11/7/2023 0:00,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1402,0.01419,19.89438,0.736,14.64226368,3,283.08,27,5,4.5,Fall-Birmingham-Collection
Fall,11/7/2023 0:00,Birmingham,52.489471,-1.898575,Instagram,Desktop,Discount,1369,0.01716,23.49204,2.4955,58.62438582,3,241.2,100,2,6,Fall-Birmingham-Discount
Fall,11/7/2023 0:00,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,2793,0.01309,36.56037,0.74,27.0546738,5,74.2,46,24,10,Fall-Birmingham-Collection
Fall,11/7/2023 0:00,Birmingham,52.489471,-1.898575,Instagram,Mobile,Discount,1662,0.00935,15.5397,0.85,13.208745,2,72,100,18,11,Fall-Birmingham-Discount
Fall,11/7/2023 0:00,Birmingham,52.489471,-1.898575,Pinterest,Desktop,Collection,1581,0.0105,16.6005,0.6095,10.11800475,8,409.2,27,8,3,Fall-Birmingham-Collection
Fall,11/7/2023 0:00,Birmingham,52.489471,-1.898575,Pinterest,Desktop,Discount,928,0.0109,10.1152,0.483,4.8856416,5,226.8,30,1,6,Fall-Birmingham-Discount
Fall,11/7/2023 0:00,Birmingham,52.489471,-1.898575,Pinterest,Mobile,Collection,1977,0.0071,14.0367,1.19,16.703673,4,275,68,8,4,Fall-Birmingham-Collection
Fall,11/7/2023 0:00,Birmingham,52.489471,-1.898575,Pinterest,Mobile,Discount,1726,0.0097,16.7422,0.43,7.199146,6,337,50,4,6,Fall-Birmingham-Discount
Fall,11/7/2023 0:00,London,51.50735,-0.12776,Facebook,Desktop,Collection,1640,0.0204,33.456,1.012,33.857472,4,108.192,69,13,15,Fall-London-Collection
Fall,11/7/2023 0:00,London,51.50735,-0.12776,Facebook,Desktop,Discount,2179,0.0149,32.4671,2.139,69.4471269,5,321.72,84,7,15,Fall-London-Discount
Fall,11/7/2023 0:00,London,51.50735,-0.12776,Facebook,Mobile,Collection,2242,0.0158,35.4236,1.28,45.342208,7,71.68,72,2,11,Fall-London-Collection
Fall,11/7/2023 0:00,London,51.50735,-0.12776,Facebook,Mobile,Discount,3278,0.0108,35.4024,1.09,38.588616,3,156.1,73,15,9,Fall-London-Discount
Fall,11/7/2023 0:00,London,51.50735,-0.12776,Instagram,Desktop,Collection,1326,0.01881,24.94206,0.023,0.57366738,6,169.68,50,1,18,Fall-London-Collection
Fall,11/7/2023 0:00,London,51.50735,-0.12776,Instagram,Desktop,Discount,1744,0.01452,25.32288,1.104,27.95645952,3,278.4,99,29,6,Fall-London-Discount
Fall,11/7/2023 0:00,London,51.50735,-0.12776,Instagram,Mobile,Collection,3293,0.01353,44.55429,1.04,46.3364616,5,56.7,47,12,8,Fall-London-Collection
Fall,11/7/2023 0:00,London,51.50735,-0.12776,Instagram,Mobile,Discount,2577,0.01155,29.76435,2.2,65.48157,5,325,127,12,10,Fall-London-Discount
Fall,11/7/2023 0:00,London,51.50735,-0.12776,Pinterest,Desktop,Collection,1591,0.009,14.319,1.403,20.089557,2,36,70,23,18,Fall-London-Collection
Fall,11/7/2023 0:00,London,51.50735,-0.12776,Pinterest,Desktop,Discount,1163,0.0143,16.6309,1.3915,23.14189735,4,217.2,67,26,6,Fall-London-Discount
Fall,11/7/2023 0:00,London,51.50735,-0.12776,Pinterest,Mobile,Collection,2705,0.016,43.28,0.65,28.132,1,162,84,30,9,Fall-London-Collection
Fall,11/7/2023 0:00,London,51.50735,-0.12776,Pinterest,Mobile,Discount,2832,0.0071,20.1072,0.01,0.201072,4,390,41,14,4,Fall-London-Discount
Fall,11/7/2023 0:00,Manchester,53.483959,-2.244644,Facebook,Desktop,Collection,1233,0.0215,26.5095,0.414,10.974933,4,67.2,27,22,9,Fall-Manchester-Collection
Fall,11/7/2023 0:00,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,1482,0.02,29.64,1.127,33.40428,3,465.36,94,19,3,Fall-Manchester-Discount
Fall,11/7/2023 0:00,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2857,0.0125,35.7125,1.37,48.926125,7,170.24,68,16,5,Fall-Manchester-Collection
Fall,11/7/2023 0:00,Manchester,53.483959,-2.244644,Facebook,Mobile,Discount,2452,0.01,24.52,1.37,33.5924,3,167.3,84,8,5,Fall-Manchester-Discount
Fall,11/7/2023 0:00,Manchester,53.483959,-2.244644,Instagram,Desktop,Collection,1428,0.02266,32.35848,1.288,41.67772224,8,446.04,13,2,3,Fall-Manchester-Collection
Fall,11/7/2023 0:00,Manchester,53.483959,-2.244644,Instagram,Desktop,Discount,1649,0.01221,20.13429,2.185,43.99342365,4,242.4,69,11,16.5,Fall-Manchester-Discount
Fall,11/7/2023 0:00,Manchester,53.483959,-2.244644,Instagram,Mobile,Collection,2619,0.01177,30.82563,0.02,0.6165126,9,207.2,32,15,7,Fall-Manchester-Collection
Fall,11/7/2023 0:00,Manchester,53.483959,-2.244644,Instagram,Mobile,Discount,2292,0.01232,28.23744,2.16,60.9928704,4,284,126,9,10,Fall-Manchester-Discount
Fall,11/7/2023 0:00,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1525,0.0166,25.315,0.345,8.733675,5,194.4,78,11,1.5,Fall-Manchester-Collection
Fall,11/7/2023 0:00,Manchester,53.483959,-2.244644,Pinterest,Desktop,Discount,979,0.01,9.79,0.897,8.78163,7,452.4,53,16,3,Fall-Manchester-Discount
Fall,11/7/2023 0:00,Manchester,53.483959,-2.244644,Pinterest,Mobile,Collection,2166,0.0064,13.8624,0.81,11.228544,5,264,59,4,5,Fall-Manchester-Collection
Fall,11/7/2023 0:00,Manchester,53.483959,-2.244644,Pinterest,Mobile,Discount,1880,0.0102,19.176,1.15,22.0524,5,313,34,26,7,Fall-Manchester-Discount
Fall,11/8/2023 0:00,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1549,0.0117,18.1233,0.2875,5.21044875,5,38.4,86,13,3,Fall-Birmingham-Collection
Fall,11/8/2023 0:00,Birmingham,52.489471,-1.898575,Facebook,Desktop,Discount,1636,0.0095,15.542,1.5525,24.128955,9,92.064,88,6,7.5,Fall-Birmingham-Discount
Fall,11/8/2023 0:00,Birmingham,52.489471,-1.898575,Facebook,Mobile,Collection,3050,0.0126,38.43,0.79,30.3597,5,11.2,71,46,4,Fall-Birmingham-Collection
Fall,11/8/2023 0:00,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1970,0.0094,18.518,0.5,9.259,4,39.76,136,24,1,Fall-Birmingham-Discount
Fall,11/8/2023 0:00,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1662,0.02266,37.66092,0.437,16.45782204,5,114.24,31,7,1.5,Fall-Birmingham-Collection
Fall,11/8/2023 0:00,Birmingham,52.489471,-1.898575,Instagram,Desktop,Discount,1168,0.01892,22.09856,1.0695,23.63440992,6,460.8,81,14,1.5,Fall-Birmingham-Discount
Fall,11/8/2023 0:00,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,2026,0.01441,29.19466,0.41,11.9698106,5,165.9,58,21,10,Fall-Birmingham-Collection
Fall,11/8/2023 0:00,Birmingham,52.489471,-1.898575,Instagram,Mobile,Discount,1699,0.01441,24.48259,0.57,13.9550763,8,434,107,28,2,Fall-Birmingham-Discount
Fall,11/8/2023 0:00,Birmingham,52.489471,-1.898575,Pinterest,Desktop,Collection,1727,0.0105,18.1335,1.2535,22.73034225,3,55.2,52,5,6,Fall-Birmingham-Collection
Fall,11/8/2023 0:00,Birmingham,52.489471,-1.898575,Pinterest,Desktop,Discount,1525,0.0181,27.6025,0.828,22.85487,8,565.2,55,7,1.5,Fall-Birmingham-Discount
Fall,11/8/2023 0:00,Birmingham,52.489471,-1.898575,Pinterest,Mobile,Collection,2203,0.0107,23.5721,0.67,15.793307,1,200,78,22,6,Fall-Birmingham-Collection
Fall,11/8/2023 0:00,Birmingham,52.489471,-1.898575,Pinterest,Mobile,Discount,1648,0.0041,6.7568,0.43,2.905424,2,157,28,22,1,Fall-Birmingham-Discount
Fall,11/8/2023 0:00,London,51.50735,-0.12776,Facebook,Desktop,Collection,1517,0.0173,26.2441,0.92,24.144572,5,149.856,38,5,15,Fall-London-Collection
Fall,11/8/2023 0:00,London,51.50735,-0.12776,Facebook,Desktop,Discount,1584,0.014,22.176,0.506,11.221056,3,291.48,57,10,9,Fall-London-Discount
Fall,11/8/2023 0:00,London,51.50735,-0.12776,Facebook,Mobile,Collection,2536,0.0112,28.4032,0.79,22.438528,7,54.88,71,4,11,Fall-London-Collection
Fall,11/8/2023 0:00,London,51.50735,-0.12776,Facebook,Mobile,Discount,2801,0.0137,38.3737,1.78,68.305186,6,355.6,55,16,9,Fall-London-Discount
Fall,11/8/2023 0:00,London,51.50735,-0.12776,Instagram,Desktop,Collection,1760,0.01683,29.6208,0.0345,1.0219176,9,302.4,22,3,6,Fall-London-Collection
Fall,11/8/2023 0:00,London,51.50735,-0.12776,Instagram,Desktop,Discount,1772,0.01331,23.58532,0.6785,16.00263962,2,122.4,101,20,6,Fall-London-Discount
Fall,11/8/2023 0:00,London,51.50735,-0.12776,Instagram,Mobile,Collection,2802,0.01056,29.58912,0.84,24.8548608,4,398.3,8,12,8,Fall-London-Collection
Fall,11/8/2023 0:00,London,51.50735,-0.12776,Instagram,Mobile,Discount,2301,0.0132,30.3732,0.9,27.33588,2,224,125,15,13,Fall-London-Discount
Fall,11/8/2023 0:00,London,51.50735,-0.12776,Pinterest,Desktop,Collection,1320,0.0137,18.084,0.4715,8.526606,2,25.2,59,19,16.5,Fall-London-Collection
Fall,11/8/2023 0:00,London,51.50735,-0.12776,Pinterest,Desktop,Discount,1001,0.0174,17.4174,0.161,2.8042014,6,386.4,68,13,7.5,Fall-London-Discount
Fall,11/8/2023 0:00,London,51.50735,-0.12776,Pinterest,Mobile,Collection,2348,0.0138,32.4024,1.15,37.26276,5,308,48,39,8,Fall-London-Collection
Fall,11/8/2023 0:00,London,51.50735,-0.12776,Pinterest,Mobile,Discount,3041,0.0059,17.9419,0.63,11.303397,2,214,98,15,2,Fall-London-Discount
Fall,11/8/2023 0:00,Manchester,53.483959,-2.244644,Facebook,Desktop,Collection,1829,0.0185,33.8365,1.035,35.0207775,4,514.752,42,29,13.5,Fall-Manchester-Collection
Fall,11/8/2023 0:00,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,1579,0.0138,21.7902,1.518,33.0775236,6,233.52,54,15,7.5,Fall-Manchester-Discount
Fall,11/8/2023 0:00,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1635,0.0132,21.582,0.89,19.20798,4,8.8,53,40,6,Fall-Manchester-Collection
Fall,11/8/2023 0:00,Manchester,53.483959,-2.244644,Facebook,Mobile,Discount,2483,0.0127,31.5341,0.9,28.38069,7,170.1,119,16,3,Fall-Manchester-Discount
Fall,11/8/2023 0:00,Manchester,53.483959,-2.244644,Instagram,Desktop,Collection,1486,0.01595,23.7017,0.2185,5.17882145,5,204.96,28,13,10.5,Fall-Manchester-Collection
Fall,11/8/2023 0:00,Manchester,53.483959,-2.244644,Instagram,Desktop,Discount,1224,0.01276,15.61824,1.288,20.11629312,8,542.4,97,3,4.5,Fall-Manchester-Discount
Fall,11/8/2023 0:00,Manchester,53.483959,-2.244644,Instagram,Mobile,Collection,2600,0.01507,39.182,0.87,34.08834,7,126,60,8,2,Fall-Manchester-Collection
Fall,11/8/2023 0:00,Manchester,53.483959,-2.244644,Instagram,Mobile,Discount,2218,0.01133,25.12994,2.08,52.2702752,2,112,80,22,4,Fall-Manchester-Discount
Fall,11/8/2023 0:00,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1446,0.0183,26.4618,0.2645,6.9991461,3,105.6,60,1,6,Fall-Manchester-Collection
Fall,11/8/2023 0:00,Manchester,53.483959,-2.244644,Pinterest,Desktop,Discount,1465,0.0143,20.9495,0.69,14.455155,6,259.2,42,17,12,Fall-Manchester-Discount
Fall,11/8/2023 0:00,Manchester,53.483959,-2.244644,Pinterest,Mobile,Collection,1949,0.0128,24.9472,0.88,21.953536,5,219,46,15,1,Fall-Manchester-Collection
Fall,11/8/2023 0:00,Manchester,53.483959,-2.244644,Pinterest,Mobile,Discount,2502,0.0091,22.7682,1.23,28.004886,4,190,58,32,8,Fall-Manchester-Discount
Fall,11/9/2023 0:00,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1895,0.0164,31.078,1.1845,36.811891,4,219.744,79,17,16.5,Fall-Birmingham-Collection
Fall,11/9/2023 0:00,Birmingham,52.489471,-1.898575,Facebook,Desktop,Discount,1969,0.0142,27.9598,0.8625,24.1153275,8,265.44,106,17,4.5,Fall-Birmingham-Discount
Fall,11/9/2023 0:00,Birmingham,52.489471,-1.898575,Facebook,Mobile,Collection,2634,0.0116,30.5544,0.27,8.249688,3,71.12,48,48,8,Fall-Birmingham-Collection
Fall,11/9/2023 0:00,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,2110,0.0084,17.724,0.62,10.98888,5,84,116,10,8,Fall-Birmingham-Discount
Fall,11/9/2023 0:00,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1305,0.0132,17.226,0.4715,8.122059,7,213.36,52,15,15,Fall-Birmingham-Collection
Fall,11/9/2023 0:00,Birmingham,52.489471,-1.898575,Instagram,Desktop,Discount,1346,0.01727,23.24542,1.863,43.30621746,5,337.2,102,3,12,Fall-Birmingham-Discount
Fall,11/9/2023 0:00,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,2753,0.01518,41.79054,0.11,4.5969594,4,152.6,71,24,11,Fall-Birmingham-Collection
Fall,11/9/2023 0:00,Birmingham,52.489471,-1.898575,Instagram,Mobile,Discount,1277,0.00891,11.37807,0.89,10.1264823,6,189,101,8,4,Fall-Birmingham-Discount
Fall,11/9/2023 0:00,Birmingham,52.489471,-1.898575,Pinterest,Desktop,Collection,1132,0.0157,17.7724,0.046,0.8175304,4,205.2,43,1,3,Fall-Birmingham-Collection
Fall,11/9/2023 0:00,Birmingham,52.489471,-1.898575,Pinterest,Desktop,Discount,850,0.01,8.5,0.0575,0.48875,8,372,34,12,1.5,Fall-Birmingham-Discount
Fall,11/9/2023 0:00,Birmingham,52.489471,-1.898575,Pinterest,Mobile,Collection,2025,0.0035,7.0875,0.08,0.567,2,136,49,2,2,Fall-Birmingham-Collection
Fall,11/9/2023 0:00,Birmingham,52.489471,-1.898575,Pinterest,Mobile,Discount,1264,0.0109,13.7776,1.03,14.190928,7,394,72,8,2,Fall-Birmingham-Discount
Fall,11/9/2023 0:00,London,51.50735,-0.12776,Facebook,Desktop,Collection,2495,0.0187,46.6565,0.8625,40.24123125,7,33.6,63,5,15,Fall-London-Collection
Fall,11/9/2023 0:00,London,51.50735,-0.12776,Facebook,Desktop,Discount,2170,0.0166,36.022,2.2885,82.436347,6,172.2,87,1,18,Fall-London-Discount
Fall,11/9/2023 0:00,London,51.50735,-0.12776,Facebook,Mobile,Collection,3183,0.0124,39.4692,0.23,9.077916,7,54.32,24,10,9,Fall-London-Collection
Fall,11/9/2023 0:00,London,51.50735,-0.12776,Facebook,Mobile,Discount,2277,0.0101,22.9977,0.52,11.958804,4,258.3,90,3,8,Fall-London-Discount
Fall,11/9/2023 0:00,London,51.50735,-0.12776,Instagram,Desktop,Collection,2210,0.01881,41.5701,0.7245,30.11753745,6,115.08,54,0,19.5,Fall-London-Collection
Fall,11/9/2023 0:00,London,51.50735,-0.12776,Instagram,Desktop,Discount,1153,0.01452,16.74156,1.3455,22.52576898,8,576,80,15,12,Fall-London-Discount
Fall,11/9/2023 0:00,London,51.50735,-0.12776,Instagram,Mobile,Collection,3378,0.01727,58.33806,0.94,54.8377764,8,134.4,30,16,9,Fall-London-Collection
Fall,11/9/2023 0:00,London,51.50735,-0.12776,Instagram,Mobile,Discount,3092,0.01496,46.25632,1.19,55.0450208,3,165,91,12,5,Fall-London-Discount
